date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,male_smokers,life_expectancy,population
2020-03-11,6.167941875843674,0.5715098677167715,0.5720676008676753,1.0000000000000038,0.0,0.0,4.6800000000000175,1.7200000000000069,11194.000000000044,11850.000000000047,0.09000000000000033,11.300000000000047,0.6300000000000024,17139.000000000065,3250.000000000012,0.030000000000000117,33.90438765506812,32.40000000000012,42.500000000000156,73.00000000000028,10358078.000000041
2020-03-12,6.578198847699867,0.5912717410852907,0.5664181531454721,1.0000000000000042,0.0006140917905623792,0.0,4.680000000000019,1.7200000000000075,11194.000000000047,11850.000000000053,0.09000000000000039,11.30000000000005,0.6300000000000027,17139.000000000073,3250.0000000000136,0.03000000000000013,35.462384481083234,32.400000000000134,42.50000000000018,73.00000000000031,10358078.000000045
2020-03-13,7.123952949608138,0.6765662815735037,0.5729204345100422,1.0000000000000044,0.0030462184873949706,0.0,4.680000000000021,1.720000000000008,11194.000000000051,11850.000000000056,0.09000000000000041,11.300000000000054,0.6300000000000029,17139.00000000008,3250.0000000000146,0.030000000000000138,37.181452711168006,32.40000000000015,42.50000000000019,73.00000000000034,10358078.000000048
2020-03-14,7.861064259717429,0.8265423582389531,0.6008973394571931,1.0000000000000047,0.007245879120879156,0.0006493212669683272,4.680000000000022,1.7200000000000084,11194.000000000055,11850.000000000058,0.09000000000000044,11.300000000000058,0.630000000000003,17139.000000000084,3250.0000000000155,0.030000000000000145,39.033737238612005,32.400000000000155,42.5000000000002,73.00000000000036,10358078.00000005
2020-03-15,8.835617199312974,1.034354086067711,0.6589297919232127,1.0000000000000049,0.013013594861021398,0.002197398190045257,4.680000000000023,1.7200378151260591,11194.000000000055,11850.00000000006,0.09000000000000047,11.300000000000061,0.6300000000000031,17139.000000000087,3250.0000000000164,0.03000000000000015,40.99558023988344,32.40000000000016,42.500000000000206,73.00000000000037,10358078.000000052
2020-03-16,9.963429124436267,1.1726627849774176,0.744137712397485,0.9974789915966437,0.017517145079185607,0.004608294279250183,4.680000000000024,1.720110294117656,11194.000000000055,11850.000000000062,0.09000000000000047,11.300000000000061,0.6300000000000032,17139.000000000087,3250.000000000017,0.030000000000000155,43.04417160525202,32.40000000000016,42.50000000000021,73.00000000000037,10358078.000000054
2020-03-17,11.281104487153982,1.351313507608308,0.8618694446083932,0.9926470588235345,0.023092609940610978,0.008001307975113161,4.680000000000024,1.7201758039754453,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,45.16602560115952,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-03-18,12.889141228972491,1.6332653504864538,1.0219668863005116,0.9874393988364629,0.031007240260888167,0.012565299016241175,4.680000000000024,1.7202422279007847,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,47.317804591949226,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-03-19,14.915272211322156,2.0450524388506235,1.2354960115256448,0.984761837427284,0.04172666484337146,0.018494433214992823,4.680000000000024,1.7202905914168642,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,49.45620525391675,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-03-20,17.486971288420545,2.5858901694741077,1.512294762361108,0.9879249656593461,0.05511529598223784,0.02593999103923434,4.680000000000024,1.7202830696130706,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,51.56022213694702,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-03-21,20.710832861919844,3.234504892781089,1.8591339676984366,1.0002197423440586,0.07058663358978132,0.03497422404865661,4.680000000000024,1.7201491153966186,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,53.62467468286549,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-03-22,24.65710654689242,3.954256174433918,2.2783380323349185,1.024599195898317,0.08721599329188369,0.04556324722201292,4.680000000000024,1.7197420886483066,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,55.64619864304772,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-03-23,29.027930104093095,4.37681042429668,2.7375697815233337,1.060918692334211,0.10256454829793689,0.057723178790782606,4.680000000000024,1.7189187190395612,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,57.62323964162654,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-03-24,33.904657985309704,4.881218031538614,3.242902610867781,1.1110089933941636,0.11910182104892156,0.07148339896057257,4.680000000000024,1.7175671905401777,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,59.565388684031895,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-03-25,39.55176433578261,5.65047396321441,3.817528444899389,1.1775359952072277,0.13693463986555376,0.08670514779832231,4.680000000000024,1.7155259100350644,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,61.492240931252844,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
